source,context,tier,ground_truth,prediction,score,correct,matcher,code
ImageID,DocumentReference,entity,Observation,Observation,1.0,True,rule,
DimensionOrder,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PhysicalSizeX,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PhysicalSizeXUnit,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PhysicalSizeY,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PhysicalSizeYUnit,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PhysicalSizeZ,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PhysicalSizeZUnit,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PixelsBigEndian,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PlaneCount,DocumentReference,entity,Observation,Observation,1.0,True,rule,
SizeC,DocumentReference,entity,Observation,Observation,1.0,True,rule,
SizeT,DocumentReference,entity,Observation,Observation,1.0,True,rule,
SizeX,DocumentReference,entity,Observation,Observation,1.0,True,rule,
SizeY,DocumentReference,entity,Observation,Observation,1.0,True,rule,
SizeZ,DocumentReference,entity,Observation,Observation,1.0,True,rule,
PixelType,DocumentReference,entity,Observation,Observation,1.0,True,rule,
MERFISHPositionsFile,DocumentReference,entity,Observation,Observation,1.0,True,rule,
MERFISHCodebookFile,DocumentReference,entity,Observation,Observation,1.0,True,rule,
ImagingSegmentationDataType,DocumentReference,entity,Observation,Observation,1.0,True,rule,
Parameterfile,DocumentReference,entity,Observation,Observation,1.0,True,rule,
ImagingObjectClass,DocumentReference,entity,Observation,Observation,1.0,True,rule,
NumberofObjects,DocumentReference,entity,Observation,Observation,1.0,True,rule,
HTANParentChannelMetadataID,DocumentReference,entity,Observation,Observation,1.0,True,rule,
UMIBarcodeOffset,DocumentReference,entity,Observation,Observation,1.0,True,rule,
UMIBarcodeLength,DocumentReference,entity,Observation,Observation,1.0,True,rule,
AlignedReadLength,DocumentReference,entity,Observation,Observation,1.0,True,rule,
NumberofFeatures,DocumentReference,entity,Observation,Observation,1.0,True,rule,
ImagingSummaryStatistic,DocumentReference,entity,Observation,Observation,1.0,True,rule,
10XGenomicsXeniumISSExperiment,DocumentReference,entity,ServiceRequest,ServiceRequest,1.0,True,rule,
AnalyteType,Specimen,entity,Specimen,Specimen,1.0,True,rule,
ImagingObjectClassDescription,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CDNAOffset,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CDNALength,DocumentReference,entity,Observation,Observation,1.0,True,rule,
MedianUMIsperCellNumber,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CellBarcodeOffset,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CellBarcodeLength,DocumentReference,entity,Observation,Observation,1.0,True,rule,
ValidBarcodesCellNumber,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CustomGermlineVariantsWorkflowType,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CustomSomaticVariantsWorkflowType,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CustomStructuralVariantWorkflowType,DocumentReference,entity,Observation,Observation,1.0,True,rule,
CustomAlignmentWorkflow,DocumentReference,entity,Observation,Observation,1.0,True,rule,
FixationDuration,Specimen,entity,Observation,Observation,1.0,True,rule,
SlideChargeType,Specimen,entity,Observation,Observation,1.0,True,rule,
SectionThicknessValue,Specimen,entity,Observation,Observation,1.0,True,rule,
SectioningDaysfromIndex,Specimen,entity,Observation,Observation,1.0,True,rule,
ShippingConditionType,Specimen,entity,Observation,Observation,1.0,True,rule,
SpecimenLaterality,Specimen,entity,Observation,Observation,1.0,True,rule,
PortionWeight,Specimen,entity,Observation,Observation,1.0,True,rule,
TotalVolume,Specimen,entity,Observation,Observation,1.0,True,rule,
TumorTissueType,Specimen,entity,Observation,Observation,1.0,True,rule,
BiospecimenDimension1,Specimen,entity,Observation,Observation,1.0,True,rule,
BiospecimenDimension2,Specimen,entity,Observation,Observation,1.0,True,rule,
BiospecimenDimension3,Specimen,entity,Observation,Observation,1.0,True,rule,
SectionNumberinSequence,Specimen,entity,Observation,Observation,1.0,True,rule,
AcquisitionMethodOtherSpecify,Specimen,entity,Observation,Observation,1.0,True,rule,
TotalVolumeUnit,Specimen,entity,Observation,Observation,1.0,True,rule,
DimensionsUnit,Specimen,entity,Observation,Observation,1.0,True,rule,
YearofDeath,Patient,entity,Observation,Observation,1.0,True,rule,
CauseofDeath,Patient,entity,Observation,Observation,1.0,True,rule,
CauseofDeathSource,Patient,entity,Observation,Observation,1.0,True,rule,
DaystoDeath,Patient,entity,Observation,Observation,1.0,True,rule,
MedicallyUnderservedScore,Patient,entity,Observation,Observation,1.0,True,rule,
RelationshipGender,Patient,entity,Observation,Observation,1.0,True,rule,
RelationshipAgeatDiagnosis,Patient,entity,Observation,Observation,1.0,True,rule,
RelationshipPrimaryDiagnosis,Patient,entity,Observation,Observation,1.0,True,rule,
RelationshipType,Patient,entity,Observation,Observation,1.0,True,rule,
RelativeswithCancerHistoryCount,Patient,entity,Observation,Observation,1.0,True,rule,
CigarettesperDay,Patient,entity,Observation,Observation,1.0,True,rule,
SmokingFrequency,Patient,entity,Observation,Observation,1.0,True,rule,
TypeofSmokeExposure,Patient,entity,Observation,Observation,1.0,True,rule,
TimebetweenWakingandFirstSmoke,Patient,entity,Observation,Observation,1.0,True,rule,
TobaccoSmokingOnsetYear,Patient,entity,Observation,Observation,1.0,True,rule,
TobaccoSmokingQuitYear,Patient,entity,Observation,Observation,1.0,True,rule,
TobaccoSmokingStatus,Patient,entity,Observation,Observation,1.0,True,rule,
TypeofTobaccoUsed,Patient,entity,Observation,Observation,1.0,True,rule,
SecondhandSmokeasChild,Patient,entity,Observation,Observation,1.0,True,rule,
SmokeExposureDuration,Patient,entity,Observation,Observation,1.0,True,rule,
TobaccoUseperDay,Patient,entity,Observation,Observation,1.0,True,rule,
SmokelessTobaccoQuitAge,Patient,entity,Observation,Observation,1.0,True,rule,
AlcoholDaysPerWeek,Patient,entity,Observation,Observation,1.0,True,rule,
AlcoholDrinksPerDay,Patient,entity,Observation,Observation,1.0,True,rule,
AlcoholHistory,Patient,entity,Observation,Observation,1.0,True,rule,
AlcoholIntensity,Patient,entity,Observation,Observation,1.0,True,rule,
AlcoholType,Patient,entity,Observation,Observation,1.0,True,rule,
MarijuanaUsePerWeek,Patient,entity,Observation,Observation,1.0,True,rule,
DaystoProgression,Patient,entity,Observation,Observation,1.0,True,rule,
ProgressionorRecurrenceType,Patient,entity,Observation,Observation,1.0,True,rule,
ProgressionorRecurrenceAnatomicSite,Patient,entity,Observation,Observation,1.0,True,rule,
Publication-associatedHTANParentDataFileID,DocumentReference,entity,DocumentReference,ServiceRequest,0.0,False,rule,
DataType,DocumentReference,entity,ServiceRequest,ServiceRequest,1.0,True,rule,
AtlasName,ResearchStudy,entity,ResearchStudy,ResearchStudy,1.0,True,rule,
ResidualDisease,Patient,entity,Observation,Observation,1.0,True,rule,
Yes-AnaplasiaPresent,Patient,entity,Observation,Observation,1.0,True,rule,
Yes-VascularInvasionPresent,Patient,entity,Observation,Observation,1.0,True,rule,
Dead,Patient,entity,Observation,Observation,1.0,True,rule,
Level,DocumentReference,entity,DocumentReference,DocumentReference,1.0,True,rule,
Organ,Patient,entity,Observation,Observation,1.0,True,rule,
Treatment,MedicationAdministration,entity,DocumentReference,DocumentReference,1.0,True,rule,
DataAccess,DocumentReference,entity,DocumentReference,DocumentReference,1.0,True,rule,
SynapseId,DocumentReference,entity,DocumentReference,ServiceRequest,0.0,False,rule,
Atlasid,ResearchStudy,entity,ResearchStudy,ServiceRequest,0.0,False,rule,
DataFileID,DocumentReference,entity,DocumentReference,DocumentReference,0.5,True,rule,
ParticipantID,Patient,entity,Patient,ServiceRequest,0.0,False,rule,
ParentBiospecimenID,Specimen,entity,Specimen,DocumentReference,0.5,True,rule,
PublicationIds,DocumentReference,entity,Observation,Observation,1.0,True,rule,
IsRawSequencing,DocumentReference,entity,Observation,Observation,1.0,True,rule,
ReleaseVersion,DocumentReference,entity,Observation,Observation,1.0,True,rule,
ParentDataFileID,DocumentReference,entity,DocumentReference,DocumentReference,1.0,True,rule,
Metadata,DocumentReference,entity,Observation,Observation,1.0,True,rule,
View,DocumentReference,entity,Observation,Observation,1.0,True,rule,
AnalyteBiospecimenType,Specimen,entity,Observation,Observation,1.0,True,rule,
BloodBiospecimenType,Specimen,entity,Observation,Observation,1.0,True,rule,
BoneMarrowBiospecimenType,Specimen,entity,Observation,Observation,1.0,True,rule,
OtherAcquisitionMethod,Specimen,entity,Observation,Observation,1.0,True,rule,
TissueBiospecimenType,Specimen,entity,Observation,Observation,1.0,True,rule,
UrineBiospecimenType,Specimen,entity,Observation,Observation,1.0,True,rule,
entityId,Specimen,entity,Observation,Observation,1.0,True,rule,
Component,DocumentReference,entity,Observation,Observation,1.0,True,rule,
HTANParticipantID,Patient,entity,Patient,DocumentReference,0.5,False,rule,
HTANDataFileID,DocumentReference,entity,DocumentReference,DocumentReference,0.5,True,rule,
HTANParentBiospecimenID,Specimen,entity,Specimen,DocumentReference,0.5,False,rule,
Checksum,DocumentReference,entity,Observation,Observation,1.0,True,rule,
HTANBiospecimenID,Specimen,entity,Specimen,DocumentReference,0.5,False,rule,
HTANParentDataFileID,DocumentReference,entity,DocumentReference,ServiceRequest,0.0,False,rule,
TimepointLabel,Specimen,entity,Observation,Observation,1.0,True,rule,
StartDaysfromIndex,Patient,entity,Observation,Observation,1.0,True,rule,
StopDaysfromIndex,Patient,entity,Observation,Observation,1.0,True,rule,
SentinelLymphNodeCount,Patient,entity,Observation,Observation,1.0,True,rule,
SentinelNodePositiveAssessmentCount,Patient,entity,Observation,Observation,1.0,True,rule,
TumorExtranodalExtensionIndicator,Condition,entity,Observation,Observation,1.0,True,rule,
SatelliteMetastasisPresentIndicator,Patient,entity,Observation,Observation,1.0,True,rule,
OtherBiopsyResectionSite,Patient,entity,Observation,Observation,1.0,True,rule,
ExtentofTumorResection,Patient,entity,Observation,Observation,1.0,True,rule,
PriorSitesofRadiation,Patient,entity,Observation,Observation,1.0,True,rule,
Immunosuppression,MedicationAdministration,entity,Observation,Observation,1.0,True,rule,
ConcomitantMedicationReceivedType,MedicationAdministration,entity,Observation,Observation,1.0,True,rule,
FamilyMemberVitalStatusIndicator,Patient,entity,Observation,Observation,1.0,True,rule,
COVID19OccurrenceIndicator,Patient,entity,Observation,Observation,1.0,True,rule,
COVID19CurrentStatus,Patient,entity,Observation,Observation,1.0,True,rule,
COVID19PositiveLabTestIndicator,Patient,entity,Observation,Observation,0.5,True,rule,
COVID19AntibodyTesting,Patient,entity,Observation,Observation,0.5,True,rule,
COVID19ComplicationsSeverity,Patient,entity,Observation,Observation,1.0,True,rule,
COVID19CancerTreatmentFollowup,Patient,entity,Observation,Observation,1.0,True,rule,
Ecigvapeuse,Patient,entity,Observation,Observation,1.0,True,rule,
Ecigvape30dayusenum,Patient,entity,Observation,Observation,1.0,True,rule,
Ecigvapetimesperday,Patient,entity,Observation,Observation,1.0,True,rule,
Chewingtobaccodailyusecount,Patient,entity,Observation,Observation,1.0,True,rule,
Secondhandsmokeexposureyears,Patient,entity,Observation,Observation,1.0,True,rule,
KnownGeneticPredispositionMutation,Patient,entity,Observation,Observation,1.0,True,rule,
HereditaryCancerPredispositionSyndrome,Patient,entity,Observation,Observation,1.0,True,rule,
CancerAssociatedGeneMutations,Patient,entity,Observation,Observation,1.0,True,rule,
MutationalSignatures,Patient,entity,Observation,Observation,1.0,True,rule,
MismatchRepairSystemStatus,Patient,entity,Observation,Observation,1.0,True,rule,
LabTestsforMMRStatus,Patient,entity,Observation,Observation,1.0,True,rule,
ModeofCancerDetection,Patient,entity,Observation,Observation,1.0,True,rule,
EducationLevel,Patient,entity,Observation,Observation,1.0,True,rule,
CountryofBirth,Patient,entity,Observation,Observation,1.0,True,rule,
MedicallyUnderservedArea,Patient,entity,Observation,Observation,1.0,True,rule,
RuralvsUrban,Patient,entity,Observation,Observation,1.0,True,rule,
CancerIncidence,Patient,entity,Observation,Observation,1.0,True,rule,
CancerIncidenceLocation,Patient,entity,Observation,Observation,1.0,True,rule,
VitalStatus,Patient,entity,Patient,Patient,1.0,True,rule,
AgeatDiagnosis,Patient,entity,Condition,Condition,1.0,True,rule,
Morphology,Patient,entity,Observation,Observation,1.0,True,rule,
ProgressionorRecurrence,Patient,entity,Condition,Condition,1.0,True,rule,
SiteofResectionorBiopsy,Specimen,entity,Specimen,Specimen,1.0,True,rule,
TissueorOrganofOrigin,Patient,entity,Condition,Condition,1.0,True,rule,
NCIAtlasCancerSite,,entity,Condition,Condition,1.0,True,rule,
GeneSymbol,Patient,entity,Observation,Observation,1.0,True,rule,
MolecularAnalysisMethod,Patient,entity,Observation,Observation,1.0,True,rule,
TestResult,Patient,entity,Observation,Observation,1.0,True,rule,
TumorLargestDimensionDiameter,,entity,Observation,Observation,1.0,True,rule,
LungCancerTier3,,entity,Specimen,ServiceRequest,0.0,False,rule,
LungCancerDetectionMethodType,Patient,entity,Condition,Condition,1.0,True,rule,
BreastCancerTier3,Patient,entity,Patient,ServiceRequest,0.0,False,rule,
ProstateCancerTier3,,entity,Specimen,ServiceRequest,0.0,False,rule,
PancreaticIPMNPathologyEpithelialSubtype,Patient,entity,Observation,Observation,1.0,True,rule,
PancreaticDuctFinalPathologyType,Patient,entity,Observation,Observation,1.0,True,rule,
DaystoBirth,Patient,entity,Observation,Observation,1.0,True,rule,
CountryofResidence,Patient,entity,Observation,Observation,1.0,True,rule,
AgeIsObfuscated,Patient,entity,Observation,Observation,1.0,True,rule,
YearOfBirth,Patient,entity,Observation,Observation,1.0,True,rule,
OccupationDurationYears,Patient,entity,Observation,Observation,1.0,True,rule,
PrematureAtBirth,Patient,entity,Observation,Observation,1.0,True,rule,
WeeksGestationatBirth,Patient,entity,Observation,Observation,1.0,True,rule,
RelativewithCancerHistory,Patient,entity,Observation,Observation,1.0,True,rule,
SmokingExposure,Patient,entity,Observation,Observation,1.0,True,rule,
AlcoholExposure,Patient,entity,Observation,Observation,1.0,True,rule,
AsbestosExposure,Patient,entity,Observation,Observation,1.0,True,rule,
CoalDustExposure,Patient,entity,Observation,Observation,1.0,True,rule,
EnvironmentalTobaccoSmokeExposure,Patient,entity,Observation,Observation,1.0,True,rule,
RadonExposure,Patient,entity,Observation,Observation,1.0,True,rule,
RespirableCrystallineSilicaExposure,Patient,entity,Observation,Observation,1.0,True,rule,
AdverseEvent,Patient,entity,Observation,Observation,1.0,True,rule,
BarrettsEsophagusGobletCellsPresent,Patient,entity,Observation,Observation,1.0,True,rule,
BMI,Patient,entity,Observation,Observation,1.0,True,rule,
CauseofResponse,Patient,entity,Observation,Observation,1.0,True,rule,
Comorbidity,Patient,entity,Observation,Observation,1.0,True,rule,
ComorbidityMethodofDiagnosis,Patient,entity,Observation,Observation,1.0,True,rule,
DaystoAdverseEvent,Patient,entity,Observation,Observation,1.0,True,rule,
DaystoComorbidity,Patient,entity,Observation,Observation,1.0,True,rule,
DiseaseResponse,Patient,entity,Observation,Observation,1.0,True,rule,
DLCORefPredictivePercent,Patient,entity,Observation,Observation,1.0,True,rule,
ECOGPerformanceStatus,Patient,entity,Observation,Observation,1.0,True,rule,
FEV1FVCPostBronchPercent,Patient,entity,Observation,Observation,1.0,True,rule,
FEV1FVCPreBronchPercent,Patient,entity,Observation,Observation,1.0,True,rule,
